ACCESSION_NUMBER	BORROWER_ID	NAME	LEI	AGGREGATE_VALUE
0000857489-25-000147	933889	TD Prime Services, Inc.	549300ZBQI1JB1844X09	489378
0001410368-25-040405	930556	Barclays Bank PLC FI	G5GSEF7VJP5I7OUK5573	29679104
0001410368-25-040419	930656	BNP Paribas Prime Brokerage International Ltd	549300KUN9K9K32C6D97	47820492.66
0001410368-25-040419	930671	Nomura Securities International, Inc.	OXTKY6Q8X53C9ILVV871	2713500
0001410368-25-040419	930672	RBC Capital Markets, LLC	549300LCO2FLSSVFFR64	98427
0001410368-25-040425	930745	Bank of Nova Scotia (Houston Branch)	L3I9ZG2KFGXZ61BMYR72	101551967.8
0001410368-25-040424	930685	BARCLAYS BANK PLC	G5GSEF7VJP5I7OUK5573	132642899.81999931
0001410368-25-040424	930717	UBS AG LONDON	BFM8T61CT2L1QCEMIK50	57552981.35999992
0001410368-25-040430	930800	BNP PARIBAS FINANCIAL MARKETS	6EWKU0FGVX5QQJHFGT48	13147914.28999999
0001410368-25-040430	930816	MERRILL LYNCH INTL	GGDZP1UYGU9STUHRDP48	162486305.81999946
0001410368-25-040430	930818	MORGAN STANLEY & CO. LLC	9R7GPTSO7KV3UQJZQ078	158040841.23999993
0001410368-25-040430	930825	SG OPTION EUROPE	969500FDN8G43HMHZM83	47078509.23999998
0001410368-25-040430	930827	THE BANK OF NOVA SCOTIA HOU	L3I9ZG2KFGXZ61BMYR72	8378208.1
0001193125-25-334199	938497	BNP PARIBAS PRIME BROKERAGE INTERNATIONAL LIMITED	549300KUN9K9K32C6D97	8890114.16
0001193125-25-334199	938499	BARCLAYS CAPITAL, INC.	AC28XWWI3WIBK2824319	133545645.7
0001193125-25-334214	938615	SG AMERICAS SECURITIES, LLC	549300F35UE0BOM1WJ55	1245484
0001193125-25-334214	938623	Citigroup Global Markets Inc.	MBNUM2BPBDO7JBLYG310	1906122.8333
0002071691-25-007741	926814	MORGAN STANLEY & CO. LLC	9R7GPTSO7KV3UQJZQ078	69007819.99999999
0001410368-25-043395	938973	BNP PARIBAS SECURITIES CORP	RCNB6OTYUAMMP879YW96	5492571.538812
0001410368-25-043395	938975	CITIGROUP GLOBAL MARKETS INC.	MBNUM2BPBDO7JBLYG310	37943701.061053
0001410368-25-043395	938979	HSBC BANK PLC	MP6I5ZYZBEU3UXPYFY54	8962380.316931
0001410368-25-043395	938982	MORGAN STANLEY & CO. INTERNATIONAL PLC	4PQUHN3JPFGFNF3BB653	24539524.182218
0000107606-25-000043	933841	State Street Bank and Trust Company	571474TGEMMWANRLN572	14733666
0000107606-25-000043	933843	RBC Dominion Securities Inc	549300QJJX6CVVUXLE15	7515060
0000107606-25-000043	933845	Barclays Capital Inc	AC28XWWI3WIBK2824319	5484556
0000857489-25-000151	933992	BMO Capital Markets Corp.	RUC0QBLBRPRCU4W1NE59	678524.81
0000857489-25-000151	933995	BNP Paribas Securities Corp.	RCNB6OTYUAMMP879YW96	4472489.43
0000857489-25-000151	934004	JP Morgan Securities LLC	ZBUT11V806EZRVTWT807	44923019.49
0000857489-25-000151	934006	Barclays Capital Inc	AC28XWWI3WIBK2824319	20777588.09
0000857489-25-000151	934010	TD Prime Services, Inc.	549300ZBQI1JB1844X09	990984
0001410368-25-042012	933158	J.P. Morgan Securities LLC	ZBUT11V806EZRVTWT807	6783184.3
0001410368-25-042012	933159	Morgan Stanley & Co. LLC	9R7GPTSO7KV3UQJZQ078	4034794.06
0001410368-25-042012	933163	WELLS FARGO BANK NA	KB1H1DSPRFMYMCUFXT09	178977.72
0001410368-25-042012	933164	Wells Fargo Securities, LLC	VYVVCKR63DVZZN70PB21	708932.26
0001410368-25-043505	939557	BARCLAYS BANK PLC	G5GSEF7VJP5I7OUK5573	4210827.6526
0001410368-25-043505	939559	BNP PARIBAS SECURITIES CORP	RCNB6OTYUAMMP879YW96	10608402.310142
0001410368-25-043505	939561	CITIGROUP GLOBAL MARKETS INC.	MBNUM2BPBDO7JBLYG310	56813212.240456
0001410368-25-043505	939566	MIZUHO SECURITIES USA INC.	7TK5RJIZDFROZCA6XF66	62788.65
0000035402-25-003052	935799	GOLDMAN SACHS and CO LLC (GOV REPO)	FOR8UP27PHTHYVLBNG30	272925332.49
0000857489-25-000149	933940	Jefferies LLC	58PU97L1C0WSRCWADL48	12418274.47
0000857489-25-000149	933945	Goldman Sachs & Co. LLC	FOR8UP27PHTHYVLBNG30	278459730.5
0001193125-25-334200	938568	BOFA SECURITIES, INC.	549300HN4UKV1E2R3U73	10812457.888851
0001193125-25-334200	938566	MORGAN STANLEY & CO. INTERNATIONAL PLC	4PQUHN3JPFGFNF3BB653	24166622.120179
0001193125-25-334200	938577	J.P. MORGAN SECURITIES PLC	K6Q0W1PS1L1O4IQL9C32	33950003.599332
0001410368-25-043387	938854	UBS AG	BFM8T61CT2L1QCEMIK50	22587165.1891
0000736054-25-000149	933971	BNP Paribas Securities Corp.	RCNB6OTYUAMMP879YW96	149281297.6
0000736054-25-000149	933975	Jefferies LLC	58PU97L1C0WSRCWADL48	124633704.8
0000736054-25-000149	933976	UBS Securities LLC	T6FIZBDPKLYJKFCRVK44	214154502.4
0000736054-25-000149	933981	JP Morgan Securities LLC	ZBUT11V806EZRVTWT807	581228269
0000736054-25-000149	933986	Scotia Capital (USA) Inc	549300BLWPABP1VNME36	12725774.49
0001084380-25-000533	940821	CITIGROUP GLOBAL MARKETS LIMITED	XKZZ2JZF41MRHTR1V493	15509892.4
0001084380-25-000533	940828	HSBC BANK PLC	MP6I5ZYZBEU3UXPYFY54	6107177.88
0000035402-25-003068	935617	JEFFERIES LLC	58PU97L1C0WSRCWADL48	2399036
0000035402-25-003068	935624	BMO CAPITAL MARKETS CORP	RUC0QBLBRPRCU4W1NE59	557542
0001209466-25-000763	941310	BANK OF NEW YORK MELLON	HPFHU0OQ28E4N0NFVK49	102423356.77
0000734383-25-000145	934034	State Street Bank and Trust Company	571474TGEMMWANRLN572	4311144
0000734383-25-000145	934037	BofA Securities Inc	549300HN4UKV1E2R3U73	23234927
0000734383-25-000145	934040	Goldman Sachs & Co. LLC	FOR8UP27PHTHYVLBNG30	40287768
0000940400-25-014474	934124	BMO Capital Markets	RUC0QBLBRPRCU4W1NE59	12733224.35
0000940400-25-014474	934126	BofA Securities, Inc.	549300HN4UKV1E2R3U73	28817086.23
0000940400-25-014474	934130	Jefferies LLC	58PU97L1C0WSRCWADL48	84726.61
0000940400-25-014474	934131	Morgan Stanley & Co. LLC	9R7GPTSO7KV3UQJZQ078	6477314.17
0000857489-25-000152	933964	Nomura Securities International, Inc.	OXTKY6Q8X53C9ILVV871	460714.8
0000035402-25-002869	934478	BARCLAYS CAPITAL INC.	AC28XWWI3WIBK2824319	11204642
0000035402-25-002869	934482	BNP PARIBAS SECURITIES CORP (GOV REPO)	RCNB6OTYUAMMP879YW96	9803068.02
0000035402-25-002869	934483	UBS AG	BFM8T61CT2L1QCEMIK50	19936
0000035402-25-002972	935209	CANADIAN IMPRL BK COMM NY BRH	549300H8L46OOZOFHU82	2809703
0002071691-25-009449	932246	Scotia Capital Inc	5493009NLZXZGJDOPC94	5178580.704
0001004726-25-003167	933522	BofA Securities, Inc.	549300HN4UKV1E2R3U73	16990560
0000035402-25-001447	911859	MORGAN STANLEY and CO LLC	9R7GPTSO7KV3UQJZQ078	99013466.91
0000035402-25-001447	911862	BOFA SECURITIES INC	549300HN4UKV1E2R3U73	21068078.91
0001193125-25-251553	909562	BARCLAYS BANK PLC	G5GSEF7VJP5I7OUK5573	8225752.08
0001193125-25-251553	909564	H.S.B.C.  BANK PLC	MP6I5ZYZBEU3UXPYFY54	3887.97
0001193125-25-251558	909570	BOFA SECURITIES, INC.	549300HN4UKV1E2R3U73	7973535.101903
0001193125-25-251558	909571	NATIONAL FINANCIAL SERVICES LLC	549300JRHF1MHHWUAW04	2932763.404728
0001193125-25-251558	909572	MORGAN STANLEY & CO. LLC	9R7GPTSO7KV3UQJZQ078	179783
0000036405-25-000237	918144	BNP Paribas Securities Corp.	RCNB6OTYUAMMP879YW96	20409528.92
0000036405-25-000237	918163	TD Prime Services, Inc.	549300ZBQI1JB1844X09	6110297
0000036405-25-000237	918165	UBS Securities LLC	T6FIZBDPKLYJKFCRVK44	55653822.92
0000036405-25-000239	918203	RBC Capital Markets LLC	549300LCO2FLSSVFFR64	1180608
0000036405-25-000243	918314	CIBC World Markets Corp	549300445CON3DBMU275	117428.4
0000036405-25-000243	918325	National Bank of Canada Financial Inc	549300K66TF1ST7A3V76	76096
0000036405-25-000243	918327	Nomura Securities International, Inc.	OXTKY6Q8X53C9ILVV871	3386395
0000036405-25-000240	918365	CIBCI	549300TDJKVQJ41VN031	3578920
0001004726-25-002059	918500	Wells Fargo Bank, National Association	KB1H1DSPRFMYMCUFXT09	36775291.81
0001004726-25-002059	918501	BNP PARIBAS PRIME BROKERAGE INTERNATIONAL LIMITED	549300KUN9K9K32C6D97	52079502.07
0001004726-25-002059	918519	JP MORGAN SECURITIES LLC	ZBUT11V806EZRVTWT807	118323934.94
0000035402-25-001329	911254	STATE STREET BANK AND TRUST COMPANY	571474TGEMMWANRLN572	104166029.77
0000035402-25-001475	911923	STATE STREET BANK AND TRUST COMPANY	571474TGEMMWANRLN572	91050198.53
0000035402-25-001475	911926	JEFFERIES LLC	58PU97L1C0WSRCWADL48	881150
0002071691-25-004187	913234	WELLS FARGO SECURITIES LLC	VYVVCKR63DVZZN70PB21	501357.5
0002071691-25-004187	913239	BARCLAYS BANK PLC	G5GSEF7VJP5I7OUK5573	4552596.22999999
0000035402-25-002118	918830	BARCLAYS CAPITAL INC.	AC28XWWI3WIBK2824319	2511896.7
0000035402-25-002118	918832	CITIGROUP GLOBAL MARKETS INC.	MBNUM2BPBDO7JBLYG310	11344825.94
0000035402-25-002118	918837	SCOTIA CAPITAL (USA) INC.	549300BLWPABP1VNME36	2661021
0000035402-25-002136	918970	STATE STREET BANK AND TRUST COMPANY	571474TGEMMWANRLN572	21666572
0000035402-25-002136	918975	NOMURA SECURITIES INTERNATIONAL INC	OXTKY6Q8X53C9ILVV871	9118344.5
0000035402-25-002136	918977	BNP PARIBAS SECURITIES CORP (GOV REPO)	RCNB6OTYUAMMP879YW96	2563921
0000036405-25-000234	918140	Barclays Capital Inc	AC28XWWI3WIBK2824319	25744392
0000940400-25-010613	920130	BNP PARIBAS PRIME BROKERAGE INTERNATIONAL LIMITED	549300KUN9K9K32C6D97	478010890.06
0000940400-25-010613	920134	BARCLAYS BANK PLC	G5GSEF7VJP5I7OUK5573	141586041.92
0000940400-25-010613	920138	Wells Fargo Securities LLC	VYVVCKR63DVZZN70PB21	84788176.48
0001410368-25-032006	924111	Citigroup Global Markets Inc.	MBNUM2BPBDO7JBLYG310	93629191.34
0001410368-25-032006	924118	Morgan Stanley & Co. LLC	9R7GPTSO7KV3UQJZQ078	4420532.6
0000777535-25-000042	924208	MIRAE ASSET SECURITIES (USA) INC.	25490087B4GFZLJZE912	6257907.5
0000777535-25-000042	924211	MORGAN STANLEY & CO. LLC.	9R7GPTSO7KV3UQJZQ078	131089982.75
0000777535-25-000042	924197	CITIGROUP GLOBAL MARKETS INC.	MBNUM2BPBDO7JBLYG310	39324326.36
0000777535-25-000042	924215	RBC CAPITAL MARKETS, LLC	549300LCO2FLSSVFFR64	1716799.22
0000777535-25-000042	924222	WELLS FARGO SECURITIES, LLC	VYVVCKR63DVZZN70PB21	11354142.29
0001410368-25-032038	924889	Morgan Stanley & Co. LLC	9R7GPTSO7KV3UQJZQ078	10799886.52
0001410368-25-032043	924895	Natixis Securities Americas LLC	549300L8G1E7ZHVEOG75	2665195.4
0001410368-25-032043	924897	Macquarie Bank Limited	4ZHCHI4KYZG2WVRT8631	456860.46
0001410368-25-032043	924904	Wells Fargo Securities, LLC	VYVVCKR63DVZZN70PB21	55280
0001410368-25-032172	925129	UBS AG	BFM8T61CT2L1QCEMIK50	23262185
0001410368-25-032201	925163	GOLDMAN SACHS & CO.	FOR8UP27PHTHYVLBNG30	193163140.96
0001410368-25-032201	925165	Wells Fargo Bank, National Association	KB1H1DSPRFMYMCUFXT09	209885570.32
0001410368-25-032201	925168	JP MORGAN SECURITIES LLC	ZBUT11V806EZRVTWT807	166468120.31
0001410368-25-017836	908787	HSBC SECURITIES (USA) INC	CYYGQCGNHMHPSMRL3R97	7004175.7089
0001410368-25-017836	908799	Jefferies LLC	58PU97L1C0WSRCWADL48	7378198.2397
0001410368-25-017836	908800	BARCLAYS CAPITAL INC.	AC28XWWI3WIBK2824319	21531812.0323
0001410368-25-017836	908807	DEUTSCHE BANK SECURITIES INC	9J6MBOOO7BECTDTUZW19	133979893.7134
0000035402-25-001483	911881	JPMORGAN SECURITIES LLC	ZBUT11V806EZRVTWT807	24025805
0001410368-25-031990	923996	Wells Fargo Bank, National Association	KB1H1DSPRFMYMCUFXT09	135068.65
0001410368-25-031990	923998	BofA Securities, Inc.	549300HN4UKV1E2R3U73	332719.4
0001378872-25-000392	913734	Morgan Stanley & Co. LLC	9R7GPTSO7KV3UQJZQ078	36466538.35
0001378872-25-000392	913737	Jefferies LLC	58PU97L1C0WSRCWADL48	1980165.16
0001378872-25-000392	913749	Wells Fargo Securities LLC	VYVVCKR63DVZZN70PB21	1980420
0001193125-25-293318	917117	JEFFERIES LLC	58PU97L1C0WSRCWADL48	25956377.981133
0001193125-25-293318	917120	MORGAN STANLEY & CO. LLC	9R7GPTSO7KV3UQJZQ078	13215948.088863
0001193125-25-293318	917127	UBS SECURITIES LLC	T6FIZBDPKLYJKFCRVK44	5151786.99
0000035402-25-001403	911503	BNP PARIBAS SECURITIES CORP (GOV REPO)	RCNB6OTYUAMMP879YW96	68740256
0002071691-25-006501	917260	BNP Paribas Securities Corp.	RCNB6OTYUAMMP879YW96	1083391.47
0002071691-25-006501	917263	Goldman, Sachs & Co. LLC	FOR8UP27PHTHYVLBNG30	9767047.28
0001099263-25-003640	920892	BARCLAYS BANK PLC	G5GSEF7VJP5I7OUK5573	4291776
0001099263-25-003640	920894	JEFFERIES LLC	58PU97L1C0WSRCWADL48	402354
0001410368-25-017888	909236	Scotia Capital (USA) Inc	549300BLWPABP1VNME36	5814428.9257
0001410368-25-017888	909242	UBS SECURITIES LLC	T6FIZBDPKLYJKFCRVK44	369604.87708
0001410368-25-017888	909244	CITIGROUP GLOBAL MARKETS INC.	MBNUM2BPBDO7JBLYG310	14090926.79578
0001410368-25-017888	909247	BNP PARIBAS PRIME BROKERAGE INTERNATIONAL LIMITED	549300KUN9K9K32C6D97	32814985.18684
0001410368-25-017888	909249	GOLDMAN SACHS & CO.	FOR8UP27PHTHYVLBNG30	19260357.92614
0001410368-25-017888	909260	MORGAN STANLEY & CO LLC	9R7GPTSO7KV3UQJZQ078	34063168.58263
0000777535-25-000037	922101	ING FINANCIAL MARKETS LLC	KBVRJ5K57JZ3E2AVWX40	553123.04
0000777535-25-000037	922106	MORGAN STANLEY & CO. LLC.	9R7GPTSO7KV3UQJZQ078	9068295.13
0000777535-25-000037	922109	SG AMERICAS SECURITIES, LLC	549300F35UE0BOM1WJ55	225120.52
0001410368-25-031937	923543	HSBC Bank PLC	MP6I5ZYZBEU3UXPYFY54	36854714.44
0001410368-25-031937	923555	BMO Capital Markets Corp.	RUC0QBLBRPRCU4W1NE59	17185811.09
0001410368-25-031937	923564	Citigroup Global Markets Inc.	MBNUM2BPBDO7JBLYG310	44901749.66
0001193125-25-251548	909560	Citigroup Global Markets Inc.	MBNUM2BPBDO7JBLYG310	7574938
0002071691-25-007618	925713	BMO Capital Markets	RUC0QBLBRPRCU4W1NE59	825020.08
0002071691-25-007618	925722	Scotia Capital (USA) Inc	549300BLWPABP1VNME36	13954385.37
0002071691-25-007618	925723	MORGAN STANLEY & CO. LLC (US EQUITY SEC LENDING)	9R7GPTSO7KV3UQJZQ078	97822407.9225
0002071691-25-007618	925729	National Financial Services LLC	549300JRHF1MHHWUAW04	51136387.602
0001410368-25-028395	916650	Citigroup Global Markets Inc.	MBNUM2BPBDO7JBLYG310	12640698
0001410368-25-028395	916651	Barclays Bank PLC	G5GSEF7VJP5I7OUK5573	11900286
0002071691-25-007652	925962	BNP PARIBAS SECURITIES CORP	RCNB6OTYUAMMP879YW96	199327875.575
0002071691-25-007652	925966	UBS SECURITIES LLC	T6FIZBDPKLYJKFCRVK44	13620651.175
0002071691-25-007652	925983	TD Prime Services LLC	549300ZBQI1JB1844X09	36966331.04
0002071691-25-007652	925984	Pershing LLC	ZI8Q1A8EI8LQFJNM0D94	2039099.79
0002071691-25-007646	926048	BMO Capital Markets	RUC0QBLBRPRCU4W1NE59	6506620.89
0002071691-25-007646	926058	National Bank Financial Inc.	549300D83GR71RNG0O65	1147.79
0002071691-25-007646	926065	CITIGROUP GLOBAL MARKETS INC.	MBNUM2BPBDO7JBLYG310	246093462.99
0002071691-25-007646	926066	GOLDMAN SACHS & CO.	FOR8UP27PHTHYVLBNG30	219463826.64
0002071691-25-007646	926067	TD Prime Services LLC	549300ZBQI1JB1844X09	30666455.61
0002071691-25-007646	926068	Pershing LLC	ZI8Q1A8EI8LQFJNM0D94	13001.96
0002071691-25-007646	926069	VIRTU AMERICAS, LLC	549300RA02N3BNSWBV74	5261335
0000035402-25-001373	911440	SCOTIA CAPITAL (USA) INC.	549300BLWPABP1VNME36	961873.44
0001193125-25-293282	917085	BOFA SECURITIES  INC.	549300HN4UKV1E2R3U73	4426153
0001193125-25-293324	917171	SG AMERICAS SECURITIES, LLC	549300F35UE0BOM1WJ55	7992
0001193125-25-293324	917179	BNP PARIBAS FINANCIAL MARKETS	6EWKU0FGVX5QQJHFGT48	113224645.695278
0001193125-25-293324	917184	SKANDINAVISKA ENSKILDA BANKEN AB (PUBL)	F3JS33DEI6XQ4ZBPTN86	405103.185071
0001193125-25-293324	917189	HSBC BANK PLC	MP6I5ZYZBEU3UXPYFY54	5003637.028044
0001193125-25-293324	917191	NOMURA SECURITIES INTERNATIONAL, INC.	OXTKY6Q8X53C9ILVV871	10268235.58448
0000052848-25-000265	910927	CIBCI	549300TDJKVQJ41VN031	5950449
0000052848-25-000265	910928	The Bank of Nova Scotia Houston Branch	L3I9ZG2KFGXZ61BMYR72	5673184
0000052848-25-000265	910932	Marex Capital Markets Inc	5493006BWPDUCYG6EQ34	1252350
0000052848-25-000265	910943	Barclays Capital Inc	AC28XWWI3WIBK2824319	159828273.1
0001021882-25-000198	911041	JP Morgan Securities LLC	ZBUT11V806EZRVTWT807	2000280
0000752177-25-000253	918111	BofA Securities Inc	549300HN4UKV1E2R3U73	18932606
0000752177-25-000253	918115	RBC Dominion Securities Inc	549300QJJX6CVVUXLE15	448020
0000036405-25-000236	918176	Scotia Capital (USA) Inc	549300BLWPABP1VNME36	3498090
0001193125-25-251567	909581	STATE STREET BANK AND TRUST CO	571474TGEMMWANRLN572	907155
0001193125-25-251567	909587	BNP PARIBAS SECURITIES CORP	RCNB6OTYUAMMP879YW96	40750577.3
0000923202-25-000082	918208	Bank of Montreal	NQQ6HPCNCCU6TUTQYE16	6679041.35
0000923202-25-000082	918219	Morgan Stanley & Co. LLC	9R7GPTSO7KV3UQJZQ078	116036406.8
0000923202-25-000082	918222	Scotia Capital (USA) Inc	549300BLWPABP1VNME36	5753197.98
0000036405-25-000235	918257	RBC Dominion Securities Inc	549300QJJX6CVVUXLE15	97194958.81
0000036405-25-000235	918259	Scotia Capital (USA) Inc	549300BLWPABP1VNME36	37473997.96
0000036405-25-000235	918260	State Street Bank and Trust Company	571474TGEMMWANRLN572	68397367.1
0000036405-25-000242	918269	Barclays Capital Inc	AC28XWWI3WIBK2824319	308156676.8
0000036405-25-000242	918282	Morgan Stanley & Co. LLC	9R7GPTSO7KV3UQJZQ078	218945386.9
0000036405-25-000242	918288	SG Americas Securities LLC	549300F35UE0BOM1WJ55	3234319.72
0001004726-25-002043	918558	National Financial Services LLC	549300JRHF1MHHWUAW04	10574997.87
0001004726-25-002043	918565	BNP PARIBAS SECURITIES CORP	RCNB6OTYUAMMP879YW96	550198.55
0001004726-25-002043	918569	Natixis Securities Americas LLC	549300L8G1E7ZHVEOG75	1433634
0000889519-25-000042	918428	BNP Paribas Securities Corp.	RCNB6OTYUAMMP879YW96	1865233.62
0000889519-25-000042	918430	BofA Securities Inc	549300HN4UKV1E2R3U73	3091681.16
0001193125-25-293319	917138	BARCLAYS CAPITAL, INC.	AC28XWWI3WIBK2824319	71256391.400602
0001004726-25-002038	918404	VIRTU AMERICAS, LLC	549300RA02N3BNSWBV74	456060
0001004726-25-002038	918405	HSBC BANK PLC	MP6I5ZYZBEU3UXPYFY54	1590690.62
0001004726-25-002038	918415	JP MORGAN SECURITIES LLC	ZBUT11V806EZRVTWT807	78448609.08
0001004726-25-002038	918416	BARCLAYS CAPITAL INC.	AC28XWWI3WIBK2824319	194785.37
0001410368-25-017278	908463	J.P. Morgan Securities LLC	ZBUT11V806EZRVTWT807	2778990.98
0001410368-25-017278	908466	Citigroup Global Markets Inc	MBNUM2BPBDO7JBLYG310	6266415.43
0001410368-25-017278	908468	Barclays Capital Inc.	AC28XWWI3WIBK2824319	13863322.7
0001193125-25-293283	917109	BARCLAYS CAPITAL, INC.	AC28XWWI3WIBK2824319	22370943.818648
0001193125-25-293283	917110	GOLDMAN SACHS & CO. LLC	FOR8UP27PHTHYVLBNG30	304393573.774312
0001193125-25-293283	917113	J.P. MORGAN SECURITIES LLC	ZBUT11V806EZRVTWT807	65371947.356889
0001410368-25-017275	908431	Barclays Capital Inc.	AC28XWWI3WIBK2824319	5936848
0000940400-25-010642	920237	CITIGROUP GLOBAL MARKETS INC.	MBNUM2BPBDO7JBLYG310	632959465.25
0000940400-25-010642	920251	BNP PARIBAS SECURITIES CORP	RCNB6OTYUAMMP879YW96	134494587.68
0000940400-25-010642	920253	Wells Fargo Bank, National Association	KB1H1DSPRFMYMCUFXT09	74100343.08
0000940400-25-010642	920259	Wells Fargo Securities LLC	VYVVCKR63DVZZN70PB21	248521005
0000940400-25-010634	920219	BNP PARIBAS SECURITIES CORP	RCNB6OTYUAMMP879YW96	1299824.76
0000035402-25-002272	920529	CANADIAN IMPRL BK COMM NY BRH	549300H8L46OOZOFHU82	616000
0000940400-25-010641	920577	Natixis Securities Americas LLC	549300L8G1E7ZHVEOG75	122761
0000940400-25-010641	920582	BNP PARIBAS PRIME BROKERAGE INTERNATIONAL LIMITED	549300KUN9K9K32C6D97	140883697.85
0000940400-25-010641	920584	HSBC BANK PLC	MP6I5ZYZBEU3UXPYFY54	15903203.68
0000940400-25-010641	920585	BMO Capital Markets	RUC0QBLBRPRCU4W1NE59	441180
0000940400-25-010641	920586	UBS AG	BFM8T61CT2L1QCEMIK50	111115744.14
0000105563-25-000099	911088	Barclays Capital Inc	AC28XWWI3WIBK2824319	1841336
0000035402-25-001335	911245	BARCLAYS CAPITAL INC.	AC28XWWI3WIBK2824319	4046680
0000036405-25-000244	918299	RBC Capital Markets LLC	549300LCO2FLSSVFFR64	12715659
0000036405-25-000244	918300	RBC Dominion Securities Inc	549300QJJX6CVVUXLE15	3998644
0002071691-25-007634	925747	HSBC BANK PLC	MP6I5ZYZBEU3UXPYFY54	7551393.54
0002071691-25-007634	925756	Wells Fargo Bank, National Association	KB1H1DSPRFMYMCUFXT09	66571439.71
0002071691-25-007634	925757	JP MORGAN SECURITIES LLC	ZBUT11V806EZRVTWT807	86882169.3
0002071691-25-007667	926177	STATE STREET BANK & TRUST COMPANY	571474TGEMMWANRLN572	1802418
0000035402-25-001386	911442	GOLDMAN SACHS and CO LLC (GOV REPO)	FOR8UP27PHTHYVLBNG30	134082442.7
0000035402-25-001386	911455	BNP PARIBAS SECURITIES CORP (GOV REPO)	RCNB6OTYUAMMP879YW96	254221747.89
0000035402-25-001386	911457	JPMORGAN SECURITIES LLC	ZBUT11V806EZRVTWT807	61224587.74
0000035402-25-001386	911459	PERSHING LLC	ZI8Q1A8EI8LQFJNM0D94	9392599.25
0000035402-25-001416	911492	BARCLAYS CAPITAL INC.	AC28XWWI3WIBK2824319	41142449.71
0000035402-25-001416	911497	PERSHING LLC	ZI8Q1A8EI8LQFJNM0D94	6699686.35
0000035402-25-001416	911498	UBS SECURITIES LLC.	T6FIZBDPKLYJKFCRVK44	1446810.19
0000035402-25-001441	911644	MORGAN STANLEY and CO LLC	9R7GPTSO7KV3UQJZQ078	337311425.31
0000035402-25-001441	911649	BARCLAYS CAPITAL INC.	AC28XWWI3WIBK2824319	17739257.18
0000035402-25-001441	911652	CITIGROUP GLOBAL MARKETS INC.	MBNUM2BPBDO7JBLYG310	58160035.77
0000035402-25-001441	911654	TD PRIME SERVICES LLC	549300ZBQI1JB1844X09	3931877
0000035402-25-001441	911658	PERSHING LLC	ZI8Q1A8EI8LQFJNM0D94	654434.65
0000035402-25-001441	911659	UBS SECURITIES LLC.	T6FIZBDPKLYJKFCRVK44	10641799.51
0000035402-25-001440	911667	WELLS FARGO SECURITIES, LLC(GOV REPO)	VYVVCKR63DVZZN70PB21	3553692.79
0000035402-25-001440	911678	UBS AG	BFM8T61CT2L1QCEMIK50	19917702
0001410368-25-032289	925547	Goldman Sachs & Co. LLC	FOR8UP27PHTHYVLBNG30	520742.7
0001410368-25-032289	925550	SG Americas Securities, LLC	549300F35UE0BOM1WJ55	1116.85
0001410368-25-032289	925563	Wells Fargo Securities, LLC	VYVVCKR63DVZZN70PB21	6241211.96
0000035402-25-001477	911832	JEFFERIES LLC	58PU97L1C0WSRCWADL48	1451341
0000035402-25-001485	911887	MORGAN STANLEY and CO LLC	9R7GPTSO7KV3UQJZQ078	46969034
0000035402-25-001485	911899	BMO CAPITAL MARKETS CORP	RUC0QBLBRPRCU4W1NE59	2479767.26
0002071691-25-007832	927265	GOLDMAN SACHS & CO. LLC	FOR8UP27PHTHYVLBNG30	52364004.65
0001410368-25-032903	928902	BNP PARIBAS SECURITIES CORP	RCNB6OTYUAMMP879YW96	10101775.40999999
0001410368-25-032903	928910	NOMURA SECURITIES INTL INC	OXTKY6Q8X53C9ILVV871	2057384.7
0001004726-25-003417	937563	WELLS FARGO BANK NA	KB1H1DSPRFMYMCUFXT09	34813004.88999998
0001004726-25-003417	937585	MIRAE ASSET SEC (USA) INC.	N/A	2438744
0001004726-25-003417	937586	RBC DOMINION SECURITIES INC	549300QJJX6CVVUXLE15	8117741.93999999
0001004726-25-003417	937591	NOMURA SECURITIES INTL INC	OXTKY6Q8X53C9ILVV871	6659092.17
0000035402-25-003013	935689	MORGAN STANLEY and CO LLC	9R7GPTSO7KV3UQJZQ078	61375356.16
0000035402-25-003013	935696	TD PRIME SERVICES LLC	549300ZBQI1JB1844X09	75662.19
0001193125-25-301809	928189	MORGAN STANLEY & CO. LLC	9R7GPTSO7KV3UQJZQ078	1101648
0001084380-25-000525	940706	NATIONAL FINANCIAL SERVICES LLC	549300JRHF1MHHWUAW04	13441110.01
0001084380-25-000525	940719	UBS AG	BFM8T61CT2L1QCEMIK50	26547886.09
0001084380-25-000525	940723	GOLDMAN SACHS & CO. LLC	FOR8UP27PHTHYVLBNG30	17764.53
0000857489-25-000147	933870	State Street Bank and Trust Company	571474TGEMMWANRLN572	1834842.94
0000857489-25-000147	933885	Nomura Securities International, Inc.	OXTKY6Q8X53C9ILVV871	925863.64
0001410368-25-040405	930561	RBC Dominion Securities Inc.	549300QJJX6CVVUXLE15	11117446
0001410368-25-040405	930562	Scotia Capital (USA) Inc.	549300BLWPABP1VNME36	1500146.19
0001410368-25-042035	933178	State Street Bank and Trust Company	571474TGEMMWANRLN572	519951.46
0001410368-25-040419	930663	CIBC World Markets Inc.	549300TDJKVQJ41VN031	13170818.79
